clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr;phr8#;phr8_txt;phr8_function;phr8_corr
447803;113240;Joshua 1:14;link;T<BRW ;qal;669515;W;Conj;;669516;>TM ;Subj;;669517;T<BRW ;Pred;;669518;XM#JM ;PrAd;;669519;LPNJ >XJKM KL GBWRJ HXJL ;Cmpl;;;;;;;;;;;;;
447946;113894;Joshua 2:23;link;J<BRW ;qal;669937;W;Conj;;669938;J<BRW ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
447957;113956;Joshua 3:1;link;J<BRW00;qal;669976;VRM ;Conj;;669977;J<BRW00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
447959;113964;Joshua 3:2;link;J<BRW ;qal;669981;W;Conj;;669982;J<BRW ;Pred;;669983;H#VRJM ;Subj;;669984;BQRB HMXNH00;Cmpl;;;;;;;;;;;;;;;;;
447970;114026;Joshua 3:4;link;<BRTM ;qal;670014;KJ ;Conj;;670015;L> ;Nega;;670016;<BRTM ;Pred;;670017;BDRK ;Cmpl;;670018;MTMWL #L#WM00;Time;;;;;;;;;;;;;
447977;114061;Joshua 3:6;link;<BRW ;qal;670037;W;Conj;;670038;<BRW ;Pred;;670039;LPNJ H<M ;Cmpl;;;;;;;;;;;;;;;;;;;;;
447997;114189;Joshua 3:11;link;<BR ;qal;670093;HNH ;Intj;;670094;>RWN HBRJT >DWN KL&H>RY ;Subj;;670095;<BR ;PreC;;670096;LPNJKM ;Cmpl;;670097;BJRDN00;Cmpl;;;;;;;;;;;;;
448009;114255;Joshua 3:14;link;<BR ;qal;670125;L<BR ;Pred;;670126;>T&HJRDN ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
448021;114339;Joshua 3:16;link;<BRW ;qal;670161;W;Conj;;670162;H<M ;Subj;;670163;<BRW ;Pred;;670164;NGD JRJXW00;Loca;;;;;;;;;;;;;;;;;
448023;114362;Joshua 3:17;link;<BRJM ;qal;670170;W;Conj;;670171;KL&J#R>L ;Subj;;670172;<BRJM ;PreC;;670173;BXRBH ;Cmpl;;;;;;;;;;;;;;;;;
448025;114373;Joshua 3:17;link;<BR ;qal;670177;L<BR ;Pred;;670178;>T&HJRDN00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
448028;114386;Joshua 4:1;link;<BWR ;qal;670184;L<BWR ;Pred;;670185;>T&HJRDN P ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
448043;114471;Joshua 4:5;link;<BRW ;qal;670228;<BRW ;Pred;;670229;LPNJ >RWN JHWH >LHJKM ;Adju;;670230;>L&TWK HJRDN ;Cmpl;;;;;;;;;;;;;;;;;;;;;
448052;114526;Joshua 4:7;link;<BRW ;qal;670258;B<BRW ;PreS;;670259;BJRDN ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
448069;114650;Joshua 4:10;link;J<BRW00;qal;670320;W;Conj;;670321;J<BRW00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
448072;114660;Joshua 4:11;link;<BWR ;qal;670327;L<BWR ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448073;114662;Joshua 4:11;link;J<BR ;qal;670328;W;Conj;;670329;J<BR ;Pred;;670330;>RWN&JHWH WHKHNJM ;Subj;;670331;LPNJ H<M00;Cmpl;;;;;;;;;;;;;;;;;
448074;114673;Joshua 4:12;link;J<BRW ;qal;670332;W;Conj;;670333;J<BRW ;Pred;;670334;BNJ&R>WBN WBNJ&GD WXYJ #BV HMN#H ;Subj;;670335;XM#JM ;PrAd;;670336;LPNJ BNJ J#R>L ;Cmpl;;;;;;;;;;;;;
448076;114700;Joshua 4:13;link;<BRW ;qal;670341;K>RB<JM >LP XLWYJ HYB> ;Subj;;670342;<BRW ;Pred;;670343;LPNJ JHWH ;Cmpl;;670344;LMLXMH ;Adju;;670345;>L <RBWT JRJXW00;Cmpl;;;;;;;;;;;;;
448103;114874;Joshua 4:22;link;<BR ;qal;670423;BJB#H ;Adju;;670424;<BR ;Pred;;670425;J#R>L ;Subj;;670426;>T&HJRDN HZH00;Objc;;;;;;;;;;;;;;;;;
448105;114892;Joshua 4:23;link;<BRKM ;qal;670432;<D&<BRKM ;PreS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448108;114906;Joshua 4:23;link;<BRNW00;qal;670440;<D&<BRNW00;PreS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448117;114963;Joshua 5:1;link;<BRM ;qal;670465;<D&<BRM ;PreS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448213;115488;Joshua 6:7;link;<BRW ;qal;670773;<BRW ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448215;115497;Joshua 6:7;link;J<BR ;qal;670777;W;Conj;;670778;HXLWY ;Subj;;670779;J<BR ;Pred;;670780;LPNJ >RWN JHWH00;Cmpl;;;;;;;;;;;;;;;;;
448220;115522;Joshua 6:8;link;<BRW ;qal;670791;<BRW ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448362;116335;Joshua 7:11;link;<BRW ;qal;671230;W;Conj;;671231;GM ;Modi;;671232;<BRW ;Pred;;671233;>T&BRJTJ ;Objc;;;;;;;;;;;;;;;;;
448397;116478;Joshua 7:15;link;<BR ;qal;671329;KJ ;Conj;;671330;<BR ;Pred;;671331;>T&BRJT JHWH ;Objc;;;;;;;;;;;;;;;;;;;;;
448844;119058;Joshua 10:29;link;J<BR ;qal;672738;W;Conj;;672739;J<BR ;Pred;;672740;JHW#< WKL&J#R>L <MW ;Subj;;672741;MMQDH ;Cmpl;;672742;LBNH ;Cmpl;;;;;;;;;;;;;
448853;119109;Joshua 10:31;link;J<BR ;qal;672768;W;Conj;;672769;J<BR ;Pred;;672770;JHW#< WKL&J#R>L <MW ;Subj;;672771;MLBNH ;Cmpl;;672772;LKJ#H ;Cmpl;;;;;;;;;;;;;
448867;119178;Joshua 10:34;link;J<BR ;qal;672812;W;Conj;;672813;J<BR ;Pred;;672814;JHW#< WKL&J#R>L <MW ;Subj;;672815;MLKJ# ;Cmpl;;672816;<GLNH ;Cmpl;;;;;;;;;;;;;
449186;121422;Joshua 15:3;link;<BR ;qal;673739;W;Conj;;673740;<BR ;Pred;;673741;YNH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
449188;121431;Joshua 15:3;link;<BR ;qal;673746;W;Conj;;673747;<BR ;Pred;;673748;XYRWN ;Cmpl;;;;;;;;;;;;;;;;;;;;;
449191;121441;Joshua 15:4;link;<BR ;qal;673755;W;Conj;;673756;<BR ;Pred;;673757;<YMWNH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
449198;121487;Joshua 15:6;link;<BR ;qal;673779;W;Conj;;673780;<BR ;Pred;;673781;MYPWN ;Cmpl;;673782;LBJT H<RBH ;Cmpl;;;;;;;;;;;;;;;;;
449204;121525;Joshua 15:7;link;<BR ;qal;673800;W;Conj;;673801;<BR ;Pred;;673802;HGBWL ;Subj;;673803;>L&MJ&<JN #M# ;Cmpl;;;;;;;;;;;;;;;;;
449216;121606;Joshua 15:10;link;<BR ;qal;673842;W;Conj;;673843;<BR ;Pred;;673844;>L&KTP HR&J<RJM MYPWNH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
449219;121619;Joshua 15:10;link;<BR ;qal;673850;W;Conj;;673851;<BR ;Pred;;673852;TMNH00;Cmpl;;;;;;;;;;;;;;;;;;;;;
449222;121635;Joshua 15:11;link;<BR ;qal;673861;W;Conj;;673862;<BR ;Pred;;673863;HR&HB<LH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
449307;122201;Joshua 16:2;link;<BR ;qal;674069;W;Conj;;674070;<BR ;Pred;;674071;>L&GBWL H>RKJ ;Cmpl;;674072;<VRWT00;Cmpl;;;;;;;;;;;;;;;;;
449315;122263;Joshua 16:6;link;<BR ;qal;674099;W;Conj;;674100;<BR ;Pred;;674101;>WTW ;Objc;;674102;MMZRX JNWXH00;Cmpl;;;;;;;;;;;;;;;;;
449436;123039;Joshua 18:9;link;J<BRW ;qal;674494;W;Conj;;674495;J<BRW ;Pred;;674496;B>RY ;Cmpl;;;;;;;;;;;;;;;;;;;;;
449447;123134;Joshua 18:13;link;<BR ;qal;674544;W;Conj;;674545;<BR ;Pred;;674546;M#M ;Cmpl;;674547;HGBWL ;Subj;;674548;LWZH >L&KTP LWZH NGBH ;Cmpl;;;;;;;;;;;;;
449470;123258;Joshua 18:18;link;<BR ;qal;674612;W;Conj;;674613;<BR ;Pred;;674614;>L&KTP MWL&H<RBH YPWNH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
449472;123270;Joshua 18:19;link;<BR ;qal;674618;W;Conj;;674619;<BR ;Pred;;674620;HGBWL ;Subj;;674621;>L&KTP BJT&XGLH YPWNH ;Cmpl;;;;;;;;;;;;;;;;;
449511;123572;Joshua 19:13;link;<BR ;qal;674727;W;Conj;;674728;M#M ;Loca;;674729;<BR ;Pred;;674730;QDMH MZRXH GTH XPR <TH QYJN ;Cmpl;;;;;;;;;;;;;;;;;
449759;125714;Joshua 22:19;link;<BRW ;qal;675532;<BRW ;Pred;;675533;LKM ;Cmpl;;675534;>L&>RY >XZT JHWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
449905;126587;Joshua 23:16;link;<BRKM ;qal;675988;B<BRKM ;PreS;;675989;>T&BRJT JHWH >LHJKM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
449957;126875;Joshua 24:11;link;T<BRW ;qal;676161;W;Conj;;676162;T<BRW ;Pred;;676163;>T&HJRDN ;Objc;;;;;;;;;;;;;;;;;;;;;
449998;127094;Joshua 24:17;link;<BRNW ;qal;676284;>#R ;Rela;;676285;<BRNW ;Pred;;676286;BQRBM00;Cmpl;;;;;;;;;;;;;;;;;;;;;
450265;128632;Judges 2:20;link;<BRW ;qal;677168;J<N >#R ;Conj;;677169;<BRW ;Pred;;677170;HGWJ HZH ;Subj;;677171;>T&BRJTJ ;Objc;;;;;;;;;;;;;;;;;
450384;129248;Judges 3:26;link;<BR ;qal;677536;W;Conj;;677537;HW> ;Subj;;677538;<BR ;Pred;;677539;>T&HPSJLJM ;Objc;;;;;;;;;;;;;;;;;
450397;129310;Judges 3:28;link;<BR00;qal;677579;L<BR00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450806;131204;Judges 6:33;link;J<BRW ;qal;678755;W;Conj;;678756;J<BRW ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
451001;132201;Judges 8:4;link;<BR ;qal;679349;<BR ;PreC;;679350;HW> W#L#&M>WT H>J# ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
451228;133387;Judges 9:25;link;J<BR ;qal;680058;>#R&;Rela;;680059;J<BR ;Pred;;680060;<LJHM ;Cmpl;;680061;BDRK ;Adju;;;;;;;;;;;;;;;;;
451231;133404;Judges 9:26;link;J<BRW ;qal;680068;W;Conj;;680069;J<BRW ;Pred;;680070;B#KM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
451408;134267;Judges 10:9;link;J<BRW ;qal;680598;W;Conj;;680599;J<BRW ;Pred;;680600;BNJ&<MWN ;Subj;;680601;>T&HJRDN ;Objc;;;;;;;;;;;;;;;;;
451513;134802;Judges 11:17;link;><BRH&;qal;680940;><BRH&;Pred;;680941;N> ;Intj;;680942;B>RYK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
451526;134877;Judges 11:19;link;N<BRH&;qal;680986;N<BRH&;Pred;;680987;N> ;Intj;;680988;B>RYK ;Cmpl;;680989;<D&MQWMJ00;Loca;;;;;;;;;;;;;;;;;
451528;134889;Judges 11:20;link;<BR ;qal;680995;<BR ;Pred;;680996;BGBLW ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
451560;135093;Judges 11:29;link;J<BR ;qal;681101;W;Conj;;681102;J<BR ;Pred;;681103;>T&HGL<D W>T&MN#H ;Objc;;;;;;;;;;;;;;;;;;;;;
451561;135101;Judges 11:29;link;J<BR ;qal;681104;W;Conj;;681105;J<BR ;Pred;;681106;>T&MYPH GL<D ;Objc;;;;;;;;;;;;;;;;;;;;;
451562;135109;Judges 11:29;link;<BR ;qal;681107;W;Conj;;681108;MMYPH GL<D ;Loca;;681109;<BR ;Pred;;681110;BNJ <MWN00;Objc;;;;;;;;;;;;;;;;;
451573;135154;Judges 11:32;link;J<BR ;qal;681140;W;Conj;;681141;J<BR ;Pred;;681142;JPTX ;Subj;;681143;>L&BNJ <MWN ;Cmpl;;;;;;;;;;;;;;;;;
451620;135375;Judges 12:1;link;J<BR ;qal;681283;W;Conj;;681284;J<BR ;Pred;;681285;YPWNH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
451622;135382;Judges 12:1;link;<BRT ;qal;681289;MDW< ;Ques;;681290;<BRT ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
451634;135435;Judges 12:3;link;><BRH ;qal;681328;W;Conj;;681329;><BRH ;Pred;;681330;>L&BNJ <MWN ;Cmpl;;;;;;;;;;;;;;;;;;;;;
451648;135499;Judges 12:5;link;><BRH ;qal;681370;><BRH ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452332;138600;Judges 18:13;link;J<BRW ;qal;683460;W;Conj;;683461;J<BRW ;Pred;;683462;M#M ;Cmpl;;683463;HR&>PRJM ;Cmpl;;;;;;;;;;;;;;;;;
452500;139381;Judges 19:12;link;<BRNW ;qal;683951;W;Conj;;683952;<BRNW ;Pred;;683953;<D&GB<H00;Cmpl;;;;;;;;;;;;;;;;;;;;;
452505;139405;Judges 19:14;link;J<BRW ;qal;683964;W;Conj;;683965;J<BRW ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
452526;139506;Judges 19:18;link;<BRJM ;qal;684026;<BRJM ;PreC;;684027;>NXNW ;Subj;;684028;MBJT&LXM JHWDH <D&JRKTJ HR&>PRJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
453744;145551;1_Samuel 9:4;link;J<BR ;qal;687743;W;Conj;;687744;J<BR ;Pred;;687745;BHR&>PRJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
453745;145556;1_Samuel 9:4;link;J<BR ;qal;687746;W;Conj;;687747;J<BR ;Pred;;687748;B>RY&#L#H ;Cmpl;;;;;;;;;;;;;;;;;;;;;
453747;145564;1_Samuel 9:4;link;J<BRW ;qal;687752;W;Conj;;687753;J<BRW ;Pred;;687754;B>RY&#<LJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
453749;145571;1_Samuel 9:4;link;J<BR ;qal;687757;W;Conj;;687758;J<BR ;Pred;;687759;B>RY&JMJNJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
453893;146183;1_Samuel 9:27;link;J<BR ;qal;688168;W;Conj;;688169;J<BR ;Pred;;688170;LPNJNW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
453894;146187;1_Samuel 9:27;link;J<BR ;qal;688171;W;Conj;;688172;J<BR ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
454262;147942;1_Samuel 13:7;link;<BRW ;qal;689305;W;Conj;;689306;<BRJM ;Subj;;689307;<BRW ;Pred;;689308;>T&HJRDN ;Objc;;689309;>RY GD WGL<D ;Loca;;;;;;;;;;;;;
454331;148313;1_Samuel 14:1;link;N<BRH ;qal;689529;W;Conj;;689530;N<BRH ;Pred;;689531;>L&MYB PL#TJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
454343;148381;1_Samuel 14:4;link;<BR ;qal;689565;L<BR ;Pred;;689566;<L&MYB PL#TJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
454351;148438;1_Samuel 14:6;link;N<BRH ;qal;689588;W;Conj;;689589;N<BRH ;Pred;;689590;>L&MYB H<RLJM H>LH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
454361;148482;1_Samuel 14:8;link;<BRJM ;qal;689617;HNH ;Intj;;689618;>NXNW ;Subj;;689619;<BRJM ;PreC;;689620;>L&H>N#JM ;Cmpl;;;;;;;;;;;;;;;;;
454434;148827;1_Samuel 14:23;link;<BRH ;qal;689832;W;Conj;;689833;HMLXMH ;Subj;;689834;<BRH ;Pred;;689835;>T&BJT >WN00;Objc;;;;;;;;;;;;;;;;;
454633;149796;1_Samuel 15:12;link;J<BR ;qal;690437;W;Conj;;690438;J<BR ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
454690;150045;1_Samuel 15:24;link;<BRTJ ;qal;690599;KJ&;Conj;;690600;<BRTJ ;Pred;;690601;>T&PJ&JHWH W>T&DBRJK ;Objc;;;;;;;;;;;;;;;;;;;;;
456174;156902;1_Samuel 25:19;link;<BRW ;qal;695093;<BRW ;Pred;;695094;LPNJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
456380;157853;1_Samuel 26:13;link;J<BR ;qal;695736;W;Conj;;695737;J<BR ;Pred;;695738;DWD ;Subj;;695739;H<BR ;Objc;;;;;;;;;;;;;;;;;
456443;158108;1_Samuel 26:22;link;J<BR ;qal;695905;W;Conj;;695906;J<BR ;Pred;;695907;>XD MHN<RJM ;Subj;;;;;;;;;;;;;;;;;;;;;
456468;158231;1_Samuel 27:2;link;J<BR ;qal;695990;W;Conj;;695991;J<BR ;Pred;;695992;HW> W##&M>WT >J# ;Subj;;695995;>L&>KJ# BN&M<WK MLK GT00;Cmpl;;;;;;;;;;;;;;;;;
456650;159132;1_Samuel 29:2;link;<BRJM ;qal;696571;W;Conj;;696572;SRNJ PL#TJM ;Subj;;696573;<BRJM ;PreC;;696574;LM>WT WL>LPJM ;Cmpl;;;;;;;;;;;;;;;;;
456651;159142;1_Samuel 29:2;link;<BRJM ;qal;696575;W;Conj;;696576;DWD W>N#JW ;Subj;;696577;<BRJM ;PreC;;696578;B>XRNH ;Adju;;696579;<M&>KJ#00;Adju;;;;;;;;;;;;;
456753;159644;1_Samuel 30:10;link;<BR ;qal;696892;M<BR ;Pred;;696893;>T&NXL HB#WR00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
457083;161250;2_Samuel 2:15;link;J<BRW ;qal;697871;W;Conj;;697872;J<BRW ;Pred;;697873;BMSPR ;Adju;;697874;#NJM <#R LBNJMN WL>J# B#T BN&#>WL W#NJM <#R M<BDJ DWD00;Subj;;;;;;;;;;;;;;;;;
457152;161600;2_Samuel 2:29;link;J<BRW ;qal;698087;W;Conj;;698088;J<BRW ;Pred;;698089;>T&HJRDN ;Objc;;;;;;;;;;;;;;;;;;;;;
457900;165620;2_Samuel 10:17;link;J<BR ;qal;700451;W;Conj;;700452;J<BR ;Pred;;700453;>T&HJRDN ;Objc;;;;;;;;;;;;;;;;;;;;;
458037;166317;2_Samuel 11:27;link;J<BR ;qal;700879;W;Conj;;700880;J<BR ;Pred;;700881;H>BL ;Subj;;;;;;;;;;;;;;;;;;;;;
458699;169251;2_Samuel 15:18;link;<BRJM ;qal;702854;W;Conj;;702855;KL&<BDJW ;Subj;;702856;<BRJM ;PreC;;702857;<L&JDW ;Cmpl;;;;;;;;;;;;;;;;;
458700;169275;2_Samuel 15:18;link;<BRJM ;qal;702858;W;Conj;;702859;KL&HKRTJ WKL&HPLTJ WKL&HGTJM ##&M>WT >J# ;Subj;;702864;<BRJM ;PreC;;702865;<L&PNJ HMLK00;Cmpl;;;;;;;;;;;;;;;;;
458727;169375;2_Samuel 15:22;link;<BR ;qal;702934;W;Conj;;702935;<BR ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
458728;169377;2_Samuel 15:22;link;J<BR ;qal;702936;W;Conj;;702937;J<BR ;Pred;;702938;>TJ HGTJ WKL&>N#JW WKL&HVP ;Subj;;;;;;;;;;;;;;;;;;;;;
458731;169401;2_Samuel 15:23;link;<BRJM ;qal;702945;W;Conj;;702946;KL&H<M ;Subj;;702947;<BRJM ;PreC;;;;;;;;;;;;;;;;;;;;;
458732;169405;2_Samuel 15:23;link;<BR ;qal;702948;W;Conj;;702949;HMLK ;Subj;;702950;<BR ;PreC;;702951;BNXL QDRWN ;Cmpl;;;;;;;;;;;;;;;;;
458733;169413;2_Samuel 15:23;link;<BRJM ;qal;702952;W;Conj;;702953;KL&H<M ;Subj;;702954;<BRJM ;PreC;;702955;<L&PNJ&DRK >T&HMDBR00;Cmpl;;;;;;;;;;;;;;;;;
458740;169450;2_Samuel 15:24;link;<BWR ;qal;702969;L<BWR ;Pred;;702970;MN&H<JR00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
458781;169632;2_Samuel 15:33;link;<BRT ;qal;703086;>M ;Conj;;703087;<BRT ;Pred;;703088;>TJ ;Adju;;;;;;;;;;;;;;;;;;;;;
458803;169733;2_Samuel 16:1;link;<BR ;qal;703155;W;Conj;;703156;DWD ;Subj;;703157;<BR ;Pred;;703158;M<V ;Modi;;703159;MHR># ;Cmpl;;;;;;;;;;;;;
458849;169970;2_Samuel 16:9;link;><BRH&;qal;703283;><BRH&;Pred;;703284;N> ;Intj;;;;;;;;;;;;;;;;;;;;;;;;;
458994;170685;2_Samuel 17:16;link;* <BWR ;qal;703720;W;Conj;;703721;GM ;Modi;;703722;<BWR ;Modi;;703723;* T<BWR ;Pred;;;;;;;;;;;;;;;;;
459019;170800;2_Samuel 17:20;link;<BRW ;qal;703801;<BRW ;Pred;;703802;MJKL HMJM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
459030;170835;2_Samuel 17:21;link;<BRW ;qal;703826;W;Conj;;703827;<BRW ;Pred;;703828;MHRH ;Modi;;703829;>T&HMJM ;Objc;;;;;;;;;;;;;;;;;
459034;170855;2_Samuel 17:22;link;J<BRW ;qal;703840;W;Conj;;703841;J<BRW ;Pred;;703842;>T&HJRDN ;Objc;;;;;;;;;;;;;;;;;;;;;
459036;170869;2_Samuel 17:22;link;<BR ;qal;703847;>#R ;Rela;;703848;L>&;Nega;;703849;<BR ;Pred;;703850;>T&HJRDN00;Objc;;;;;;;;;;;;;;;;;
459047;170912;2_Samuel 17:24;link;<BR ;qal;703881;W;Conj;;703882;>B#LM HW> WKL&>J# J#R>L <MW00;Subj;;703883;<BR ;Pred;;703884;>T&HJRDN ;Objc;;;;;;;;;;;;;;;;;
459105;171308;2_Samuel 18:9;link;<BR00;qal;704072;W;Conj;;704073;HPRD ;Subj;;704076;<BR00;Pred;;;;;;;;;;;;;;;;;;;;;
459182;171661;2_Samuel 18:23;link;J<BR ;qal;704311;W;Conj;;704312;J<BR ;Pred;;704313;>T&HKW#J00;Objc;;;;;;;;;;;;;;;;;;;;;
459335;172405;2_Samuel 19:19;link;<BRH ;qal;704752;W;Conj;;704753;<BRH ;Pred;;704754;H<BRH ;Subj;;;;;;;;;;;;;;;;;;;;;
459340;172431;2_Samuel 19:19;link;<BRW ;qal;704766;B<BRW ;PreS;;704767;BJRDN00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
459405;172737;2_Samuel 19:32;link;J<BR ;qal;704969;W;Conj;;704970;J<BR ;Pred;;704971;>T&HMLK ;Cmpl;;704972;HJRDN ;Objc;;;;;;;;;;;;;;;;;
459412;172777;2_Samuel 19:34;link;<BR ;qal;704994;>TH ;Subj;;704995;<BR ;Pred;;704996;>TJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
459424;172845;2_Samuel 19:37;link;J<BR ;qal;705037;KM<V ;Adju;;705038;J<BR ;Pred;;705039;<BDK ;Subj;;705040;>T&HJRDN ;Objc;;705041;>T&HMLK ;Adju;;;;;;;;;;;;;
459428;172878;2_Samuel 19:38;link;J<BR ;qal;705053;W;Conj;;705054;HNH ;Intj;;705055;<BDK KMHM ;Subj;;705056;J<BR ;Pred;;705057;<M&>DNJ HMLK ;Cmpl;;;;;;;;;;;;;
459432;172896;2_Samuel 19:39;link;J<BR ;qal;705067;>TJ ;Adju;;705068;J<BR ;Pred;;705069;KMHM ;Subj;;;;;;;;;;;;;;;;;;;;;
459437;172915;2_Samuel 19:40;link;J<BR ;qal;705084;W;Conj;;705085;J<BR ;Pred;;705086;KL&H<M ;Subj;;705087;>T&HJRDN ;Objc;;;;;;;;;;;;;;;;;
459438;172925;2_Samuel 19:40;link;<BR ;qal;705088;W;Conj;;705089;HMLK ;Subj;;705090;<BR ;Pred;;;;;;;;;;;;;;;;;;;;;
459442;172939;2_Samuel 19:41;link;J<BR ;qal;705100;W;Conj;;705101;J<BR ;Pred;;705102;HMLK ;Subj;;705103;HGLGLH ;Cmpl;;;;;;;;;;;;;;;;;
459443;172946;2_Samuel 19:41;link;<BR ;qal;705104;W;Conj;;705105;KMHN ;Subj;;705106;<BR ;Pred;;705107;<MW ;Adju;;;;;;;;;;;;;;;;;
459534;173412;2_Samuel 20:13;link;<BR ;qal;705398;<BR ;Pred;;705399;KL&>J# ;Subj;;705400;>XRJ JW>B ;Cmpl;;;;;;;;;;;;;;;;;;;;;
459536;173424;2_Samuel 20:14;link;J<BR ;qal;705403;W;Conj;;705404;J<BR ;Pred;;705405;BKL&#BVJ J#R>L ;Adju;;705406;>BLH WBJT M<KH ;Cmpl;;;;;;;;;;;;;;;;;
459986;175530;2_Samuel 24:5;link;J<BRW ;qal;706620;W;Conj;;706621;J<BRW ;Pred;;706622;>T&HJRDN ;Objc;;;;;;;;;;;;;;;;;;;;;
460061;175911;2_Samuel 24:20;link;<BRJM ;qal;706856;<BRJM ;PreC;;706857;<LJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
460506;178165;1_Kings 2:37;link;<BRT ;qal;708208;W;Conj;;708209;<BRT ;Pred;;708210;>T&NXL QDRWN ;Objc;;;;;;;;;;;;;;;;;;;;;
461467;183848;1_Kings 9:8;link;<BR ;qal;711062;<BR ;PreC;;711063;<LJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
462100;187365;1_Kings 13:25;link;<BRJM ;qal;713061;W;Conj;;713062;HNH ;Intj;;713063;>N#JM ;Subj;;713064;<BRJM ;PreC;;;;;;;;;;;;;;;;;
462675;190430;1_Kings 18:6;link;<BR&;qal;714792;L<BR&;Pred;;714793;BH ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
462815;190982;1_Kings 18:29;link;<BR ;qal;715172;K<BR ;Pred;;715173;HYHRJM ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
462981;191630;1_Kings 19:11;link;<BR ;qal;715609;W;Conj;;715610;HNH ;Intj;;715611;JHWH ;Subj;;715612;<BR ;PreC;;;;;;;;;;;;;;;;;
463029;191843;1_Kings 19:19;link;J<BR ;qal;715748;W;Conj;;715749;J<BR ;Pred;;715750;>LJHW ;Subj;;715751;>LJW ;Cmpl;;;;;;;;;;;;;;;;;
463263;192858;1_Kings 20:39;link;<BR ;qal;716408;HMLK ;Subj;;716409;<BR ;PreC;;;;;;;;;;;;;;;;;;;;;;;;;
463571;194160;1_Kings 22:24;link;<BR ;qal;717287;>J&ZH ;Ques;;717288;<BR ;Pred;;717289;RWX&JHWH ;Subj;;717290;M>TJ ;Cmpl;;;;;;;;;;;;;;;;;
463624;194416;1_Kings 22:36;link;J<BR ;qal;717439;W;Conj;;717440;J<BR ;Pred;;717441;HRNH ;Subj;;717442;BMXNH ;Cmpl;;;;;;;;;;;;;;;;;
463854;195430;2_Kings 2:8;link;J<BRW ;qal;718101;W;Conj;;718102;J<BRW ;Pred;;718103;#NJHM ;Subj;;718104;BXRBH00;Cmpl;;;;;;;;;;;;;;;;;
